GivenName,Surname,Gender,Age,Kilograms,Centimeters,BloodType,StateFull
Alex,Barros,male,31,64.2,175,B+,Pernambuco
Gabriel,Dias,male,58,76.7,174,A+,Espírito Santo
Mateus,Castro,male,22,100.7,188,B+,São Paulo
Larissa,Ferreira,female,56,58.1,153,A+,Distrito Federal
Felipe,Ferreira,male,74,79.2,182,A+,São Paulo
Leila,Silva,female,29,59.1,173,O+,São Paulo
Murilo,Sousa,male,56,85.0,180,O+,Goiás
Gabrielly,Pereira,female,69,86.1,164,A+,Amazonas
Caio,Azevedo,male,32,87.6,184,B+,Rio de Janeiro
Thiago,Martins,male,55,109.9,174,O+,Tocantins
Breno,Fernandes,male,36,114.6,187,AB+,Pernambuco
Igor,Souza,male,64,98.3,170,A+,São Paulo
Breno,Alves,male,27,62.5,189,O+,Minas Gerais
Rafaela,Ribeiro,female,54,78.1,162,A+,Paraná
Caio,Gomes,male,69,94.8,165,B+,Rio de Janeiro
Beatrice,Barros,female,38,88.6,164,A+,Espírito Santo
Rodrigo,Silva,male,39,87.9,181,B+,Rio Grande do Sul
Luiz,Martins,male,43,73.7,187,O+,Goiás
Douglas,Gomes,male,59,87.8,186,B+,São Paulo
Marina,Pinto,female,49,61.9,160,B+,Santa Catarina
Samuel,Ferreira,male,43,72.9,180,A+,Paraíba
Marcos,Rodrigues,male,72,98.1,177,O+,Rio Grande do Sul
Nicolas,Ferreira,male,46,103.5,182,B+,Goiás
Paulo,Ferreira,male,30,85.8,181,O+,Rio de Janeiro
Nicolash,Carvalho,male,81,85.1,166,A+,São Paulo
Matheus,Almeida,male,33,102.4,174,O+,Distrito Federal
Leila,Carvalho,female,24,66.4,173,O+,Minas Gerais
Beatrice,Araujo,female,59,85.3,155,O+,São Paulo
Felipe,Cardoso,male,68,105.8,166,O+,Paraná
Manuela,Melo,female,76,105.5,162,B+,Rio Grande do Sul
Bruno,Gomes,male,21,84.9,167,O+,São Paulo
Murilo,Gomes,male,45,65.9,180,AB+,Rio de Janeiro
Lara,Rodrigues,female,26,96.0,168,AB+,São Paulo
Fernanda,Ribeiro,female,47,103.9,159,A-,Ceará
Danilo,Almeida,male,62,77.8,167,O+,São Paulo
João,Ribeiro,male,39,98.5,181,O+,Rio Grande do Sul
Joao,Martins,male,21,108.3,185,A+,Paraná
Otávio,Barros,male,47,104.7,175,O+,Bahia
Arthur,Alves,male,31,92.3,176,A+,Paraná
Vitória,Araujo,female,55,95.3,156,O+,São Paulo
Laura,Pereira,female,74,87.3,153,O+,Rio de Janeiro
Fernanda,Santos,female,62,53.4,155,O+,Distrito Federal
Lara,Oliveira,female,24,59.8,158,O+,Distrito Federal
Paulo,Cunha,male,62,74.9,172,B+,Ceará
Leonor,Gomes,female,71,96.5,158,A+,Pará
Arthur,Lima,male,82,98.1,172,A+,Minas Gerais
Bruno,Cavalcanti,male,46,64.7,179,A+,São Paulo
Bruno,Cavalcanti,male,78,100.2,173,O-,Minas Gerais
Leonardo,Alves,male,57,74.7,187,O+,São Paulo
Sofia,Dias,female,59,65.3,168,B+,São Paulo
Cauã,Sousa,male,79,94.4,175,A+,São Paulo
Nicole,Santos,female,47,63.6,174,B+,Espírito Santo
Joao,Silva,male,40,110.7,182,A+,Paraíba
Julieta,Correia,female,57,102.3,172,O+,Paraná
Evelyn,Sousa,female,45,54.6,171,O+,Amazonas
Larissa,Dias,female,65,64.3,172,A+,Minas Gerais
Maria,Fernandes,female,28,55.3,175,O-,São Paulo
Amanda,Gomes,female,23,96.5,161,B+,Goiás
Larissa,Goncalves,female,81,53.4,169,O-,Rio de Janeiro
Nicole,Fernandes,female,71,78.4,167,O+,São Paulo
Nicole,Souza,female,67,63.4,166,A+,São Paulo
Joao,Dias,male,27,69.5,176,O+,São Paulo
Mateus,Martins,male,76,79.8,163,B+,São Paulo
Matheus,Lima,male,49,115.6,171,O+,Mato Grosso do Sul
Rafael,Correia,male,70,89.6,169,O+,Pernambuco
Bianca,Azevedo,female,62,63.9,163,B+,Santa Catarina
Larissa,Correia,female,29,62.6,168,B+,Tocantins
Rebeca,Correia,female,55,95.2,172,A+,São Paulo
Vitoria,Santos,female,49,80.8,167,A+,Distrito Federal
Kauan,Silva,male,72,93.3,165,A+,Minas Gerais
Anna,Costa,female,24,70.4,170,A+,Distrito Federal
Davi,Melo,male,53,90.1,181,O+,Minas Gerais
Kaua,Ferreira,male,22,94.1,169,A+,Tocantins
Mariana,Rodrigues,female,44,80.0,157,A+,São Paulo
Antônio,Costa,male,22,68.4,171,B-,Rio Grande do Sul
Larissa,Correia,female,37,59.6,158,B+,São Paulo
Luan,Melo,male,29,85.6,173,A+,São Paulo
Caio,Fernandes,male,48,115.1,177,O-,Rio Grande do Norte
Nicole,Araujo,female,59,80.3,162,O+,Rio de Janeiro
Davi,Cardoso,male,45,102.3,181,O+,São Paulo
Fábio,Dias,male,41,109.3,177,A+,Bahia
Davi,Alves,male,59,100.8,183,A+,São Paulo
Giovana,Azevedo,female,76,107.7,160,A+,Bahia
Eduardo,Santos,male,68,62.0,172,A-,Rio de Janeiro
Marisa,Azevedo,female,66,101.6,155,O+,Bahia
Camila,Souza,female,21,62.9,170,O+,São Paulo
Tomás,Rocha,male,49,77.0,183,O+,Distrito Federal
Matheus,Costa,male,23,82.3,181,A+,Rio de Janeiro
Alex,Correia,male,30,89.0,176,B-,Pernambuco
Felipe,Cardoso,male,50,83.1,170,O+,São Paulo
Beatrice,Azevedo,female,50,79.3,155,O-,Paraná
Breno,Rocha,male,51,85.5,169,O+,São Paulo
Alice,Azevedo,female,83,73.2,160,O+,Mato Grosso do Sul
Emily,Costa,female,38,95.9,169,A+,Bahia
Rafael,Ferreira,male,35,75.9,180,B+,Distrito Federal
Bianca,Cunha,female,38,55.1,172,A+,São Paulo
Ryan,Dias,male,53,97.4,182,A+,Pernambuco
Júlia,Melo,female,71,52.0,154,AB+,Rio de Janeiro
Matheus,Alves,male,27,82.5,183,O+,Santa Catarina
Julian,Castro,male,34,112.1,174,O+,Goiás
Rebeca,Dias,female,32,78.7,160,B+,Amapá
Igor,Cavalcanti,male,31,110.5,168,B+,São Paulo
Kai,Melo,male,68,82.9,165,B+,Espírito Santo
Lavinia,Oliveira,female,76,66.0,155,B+,Alagoas
Ryan,Gomes,male,34,91.4,176,B+,Santa Catarina
Bruna,Rocha,female,50,73.1,172,O+,Piauí
Beatrice,Barbosa,female,63,94.6,155,B+,Bahia
Luan,Azevedo,male,28,72.8,185,A+,Rio de Janeiro
Tânia,Rocha,female,80,58.0,156,O+,São Paulo
Luan,Castro,male,52,99.8,185,B+,Bahia
Luan,Costa,male,67,85.7,176,O+,Paraná
Isabela,Dias,female,70,79.4,171,A+,São Paulo
José,Sousa,male,53,110.0,168,A+,São Paulo
Erick,Alves,male,76,90.4,173,O+,São Paulo
Isabelle,Gomes,female,69,67.0,159,A+,São Paulo
Carolina,Fernandes,female,44,95.3,166,B+,Distrito Federal
Tomás,Melo,male,73,89.0,179,A-,Goiás
Breno,Cardoso,male,53,106.2,180,O+,São Paulo
Ryan,Melo,male,20,65.3,190,O+,Rio de Janeiro
Martim,Araujo,male,36,82.4,178,A+,Rondônia
Mateus,Alves,male,64,74.8,174,O+,São Paulo
Isabela,Barbosa,female,31,76.8,159,O+,São Paulo
Carla,Lima,female,83,67.7,166,B+,Goiás
Yasmin,Barbosa,female,33,85.7,154,A+,Minas Gerais
André,Rocha,male,52,78.5,172,B+,Pará
Luís,Pinto,male,36,109.9,183,B+,São Paulo
Marisa,Costa,female,20,47.6,170,A+,Pernambuco
Vitoria,Rodrigues,female,57,97.0,172,B+,Goiás
Giovanna,Pereira,female,19,84.0,171,O+,Rio de Janeiro
Yasmin,Azevedo,female,67,54.6,170,B+,São Paulo
Mariana,Carvalho,female,21,76.1,154,O+,Minas Gerais
Livia,Sousa,female,36,76.3,154,B+,Rio de Janeiro
Guilherme,Santos,male,23,79.2,178,A-,Pernambuco
Luiza,Pinto,female,50,57.0,159,O+,Espírito Santo
João,Carvalho,male,82,80.9,180,A+,Rio de Janeiro
Raissa,Gomes,female,54,92.9,172,B+,São Paulo
Joao,Cardoso,male,70,102.4,183,A-,São Paulo
Laura,Correia,female,51,54.0,154,A+,Pará
Danilo,Rocha,male,66,71.3,173,O-,Rio de Janeiro
Guilherme,Dias,male,75,62.4,168,A+,São Paulo
Mateus,Cavalcanti,male,34,104.8,187,A+,Tocantins
Mateus,Castro,male,26,96.5,169,O+,Mato Grosso do Sul
Arthur,Cardoso,male,72,99.5,169,B+,Espírito Santo
Vitória,Pereira,female,27,99.5,158,O+,Espírito Santo
Kauã,Ferreira,male,68,95.8,176,A+,Roraima
Antônio,Correia,male,58,77.9,172,A+,Distrito Federal
Evelyn,Barbosa,female,47,100.5,169,O-,Distrito Federal
Davi,Correia,male,68,79.2,168,A+,Minas Gerais
Evelyn,Cavalcanti,female,47,91.4,168,AB+,São Paulo
Luis,Araujo,male,85,73.5,165,A+,Santa Catarina
Marina,Ferreira,female,66,99.6,165,A+,Ceará
Lara,Lima,female,39,61.1,163,A+,Distrito Federal
Carla,Santos,female,70,93.7,151,O-,São Paulo
Diego,Sousa,male,49,83.4,188,A+,Minas Gerais
Maria,Sousa,female,83,69.7,164,O+,São Paulo
Leonardo,Gomes,male,60,73.8,172,A+,São Paulo
Leila,Lima,female,56,95.0,160,O-,Piauí
Yasmin,Alves,female,76,88.1,162,O+,São Paulo
Fábio,Rocha,male,40,83.9,171,B+,Maranhão
Kauan,Oliveira,male,21,93.5,168,B+,Rio Grande do Sul
Igor,Cunha,male,77,68.9,169,B+,Minas Gerais
Julieta,Barbosa,female,44,69.5,159,B+,Minas Gerais
Lucas,Cardoso,male,21,84.9,189,B+,Rio de Janeiro
Emily,Azevedo,female,48,102.8,161,A+,São Paulo
Caio,Castro,male,85,94.4,167,A+,Goiás
Douglas,Souza,male,53,112.9,179,A+,São Paulo
Antônio,Souza,male,25,58.2,175,A+,Rio Grande do Sul
Bruno,Azevedo,male,47,73.1,179,O+,São Paulo
Erick,Santos,male,25,62.0,185,O+,São Paulo
Luís,Barros,male,65,108.3,167,O+,Santa Catarina
Beatrice,Cavalcanti,female,22,82.3,171,O+,São Paulo
Alice,Alves,female,73,80.0,168,O+,Acre
Brenda,Cardoso,female,38,94.0,174,B+,Rio de Janeiro
Danilo,Rocha,male,27,66.7,169,A+,Rio de Janeiro
Giovana,Cunha,female,50,66.8,171,O+,Minas Gerais
Bruno,Melo,male,66,79.0,170,B+,Pernambuco
Gabriel,Rocha,male,22,64.1,189,O+,Rio de Janeiro
Leonardo,Cardoso,male,36,87.0,189,A+,São Paulo
Douglas,Rodrigues,male,54,103.6,187,A+,Maranhão
Leonardo,Sousa,male,54,91.6,178,AB+,Ceará
Nicole,Rocha,female,53,87.6,172,A+,Rio Grande do Sul
Vitór,Rodrigues,male,73,85.6,178,A+,São Paulo
Letícia,Fernandes,female,49,76.0,173,A+,Rio de Janeiro
Camila,Goncalves,female,29,51.8,158,B+,São Paulo
Erick,Araujo,male,35,83.0,170,A-,Paraná
Pedro,Cardoso,male,24,80.1,174,O+,Santa Catarina
Camila,Rodrigues,female,64,52.7,164,A+,São Paulo
Rebeca,Carvalho,female,85,75.3,164,A+,Bahia
Vitoria,Santos,female,31,54.8,168,O+,São Paulo
Tiago,Pereira,male,59,70.6,171,O+,São Paulo
Nicolash,Melo,male,72,69.7,172,B+,Minas Gerais
Enzo,Barbosa,male,60,92.5,185,O+,Mato Grosso do Sul
Leila,Dias,female,50,78.5,155,O+,Rio de Janeiro
Martim,Almeida,male,24,96.6,170,O+,Minas Gerais
Giovanna,Cavalcanti,female,66,56.1,170,B+,Paraná
Vitória,Souza,female,80,58.7,165,O+,Mato Grosso do Sul
Rodrigo,Goncalves,male,45,74.3,180,B+,São Paulo
Rebeca,Pereira,female,67,98.4,159,A+,Minas Gerais
Luana,Pereira,female,24,87.4,159,O+,Paraíba
Isabela,Melo,female,22,48.0,154,B+,Bahia
Isabela,Azevedo,female,40,85.2,171,O+,Rio de Janeiro
Carlos,Santos,male,74,71.0,177,O+,Rio Grande do Norte
Camila,Rocha,female,67,55.8,160,A+,São Paulo
Gabrielle,Sousa,female,64,58.1,154,B+,Pará
Luan,Goncalves,male,41,75.8,169,B+,Rio Grande do Sul
Vitoria,Cardoso,female,58,89.6,160,O+,Tocantins
Vitória,Santos,female,47,69.7,161,B+,Ceará
Martim,Ribeiro,male,51,74.3,181,O+,São Paulo
Nicolash,Lima,male,69,83.9,173,A+,São Paulo
Maria,Gomes,female,64,72.5,167,O+,Sergipe
Camila,Barbosa,female,51,105.0,162,B+,São Paulo
Sofia,Azevedo,female,30,97.5,161,O+,Santa Catarina
Melissa,Araujo,female,76,67.5,150,O+,São Paulo
Julieta,Costa,female,53,95.4,155,O+,São Paulo
Raissa,Dias,female,84,56.8,160,B+,Mato Grosso
Sofia,Carvalho,female,39,67.6,167,B+,Rio de Janeiro
André,Souza,male,73,64.0,182,B+,Santa Catarina
Sarah,Gomes,female,25,78.0,162,O+,Espírito Santo
Marisa,Araujo,female,24,61.9,172,O+,Minas Gerais
Fábio,Alves,male,67,89.9,166,AB+,Distrito Federal
Aline,Rodrigues,female,40,54.1,168,O+,São Paulo
Bruna,Araujo,female,36,86.3,162,O+,Goiás
Carolina,Araujo,female,52,67.4,171,A+,Amazonas
Ágatha,Lima,female,26,62.4,159,O+,Maranhão
Nicolas,Ribeiro,male,79,85.2,183,A+,Distrito Federal
Anna,Fernandes,female,36,96.7,162,A+,Rio de Janeiro
Lavinia,Correia,female,49,61.1,163,O+,Pernambuco
Carla,Santos,female,60,75.5,152,A-,São Paulo
Tomás,Pereira,male,51,94.3,178,B+,Rio de Janeiro
Rafaela,Araujo,female,71,66.3,159,O+,Paraná
Tiago,Almeida,male,22,66.9,179,B+,São Paulo
Giovanna,Lima,female,37,88.6,174,A+,Rio de Janeiro
Davi,Goncalves,male,32,73.0,182,O+,Pernambuco
Victor,Souza,male,71,101.2,177,O-,São Paulo
Miguel,Silva,male,20,70.2,188,A+,São Paulo
Miguel,Ribeiro,male,33,102.4,169,O+,Paraíba
Vitória,Pinto,female,59,74.8,154,A+,Minas Gerais
Júlio,Oliveira,male,32,71.2,180,O+,Minas Gerais
Kauan,Cavalcanti,male,72,71.9,177,A-,São Paulo
Miguel,Correia,male,37,71.9,183,O-,Rio de Janeiro
Amanda,Azevedo,female,61,65.8,159,A+,São Paulo
Livia,Dias,female,61,75.3,160,A-,São Paulo
Vitór,Rocha,male,36,75.0,177,A-,Pernambuco
Clara,Sousa,female,45,99.9,165,A-,São Paulo
Kai,Cunha,male,80,95.3,165,O-,Paraná
Nicole,Fernandes,female,60,66.2,169,O+,Maranhão
Nicolash,Araujo,male,32,75.5,189,O+,Rio de Janeiro
Davi,Santos,male,76,60.7,184,A+,São Paulo
Erick,Gomes,male,78,66.8,165,AB+,São Paulo
Diego,Araujo,male,77,88.6,163,B+,Pará
Rodrigo,Fernandes,male,83,90.3,167,A+,Alagoas
Martim,Sousa,male,62,89.3,178,O+,São Paulo
Thaís,Araujo,female,68,51.8,160,O+,São Paulo
Tomás,Ribeiro,male,66,95.8,168,A+,Distrito Federal
Alex,Cardoso,male,57,97.2,169,O+,Bahia
Davi,Costa,male,31,91.2,184,O+,Rio Grande do Sul
Gabriel,Sousa,male,55,103.0,187,AB+,São Paulo
Lavinia,Goncalves,female,46,57.4,161,AB+,Goiás
Melissa,Silva,female,59,64.2,160,O-,Minas Gerais
Murilo,Almeida,male,82,67.1,170,B+,Rio de Janeiro
Lara,Fernandes,female,66,94.0,164,O-,Ceará
Alice,Silva,female,33,64.0,163,B+,São Paulo
Letícia,Sousa,female,49,52.6,157,B+,Bahia
Luan,Lima,male,80,87.2,166,O+,Mato Grosso do Sul
Alice,Pinto,female,37,55.2,155,O+,Pernambuco
Marina,Dias,female,32,59.3,166,A+,Pará
Felipe,Lima,male,59,99.2,181,A+,São Paulo
Amanda,Alves,female,33,84.6,156,A+,Minas Gerais
Mateus,Costa,male,80,68.3,182,B+,São Paulo
Júlia,Cunha,female,41,65.9,159,B+,Santa Catarina
Igor,Santos,male,62,83.1,179,O-,São Paulo
Kauã,Costa,male,56,112.3,181,O+,Minas Gerais
Samuel,Rocha,male,79,66.8,163,O+,São Paulo
Larissa,Castro,female,30,51.1,170,O+,Paraná
Vitor,Almeida,male,20,88.8,170,B+,Paraíba
Matilde,Almeida,female,31,88.0,173,B+,Pernambuco
Bruno,Dias,male,34,108.6,176,O+,Rio de Janeiro
Estevan,Carvalho,male,47,72.8,186,A+,Goiás
Carla,Oliveira,female,26,89.7,173,O+,São Paulo
Emily,Araujo,female,78,96.8,156,O+,Rio de Janeiro
Nicole,Carvalho,female,31,82.8,166,B+,São Paulo
Carla,Oliveira,female,67,88.2,166,O+,Paraíba
Thaís,Silva,female,45,99.5,166,O-,Rio de Janeiro
Leonardo,Ribeiro,male,54,100.3,173,A+,São Paulo
Clara,Santos,female,33,72.6,157,B+,São Paulo
Isabella,Cavalcanti,female,44,102.3,163,B+,Ceará
Bruna,Barbosa,female,43,63.6,160,B+,Mato Grosso do Sul
Gabrielle,Alves,female,37,98.2,174,O+,São Paulo
Rebeca,Alves,female,57,66.3,166,O+,Rio de Janeiro
Marina,Goncalves,female,47,91.8,160,B+,Goiás
Vinicius,Araujo,male,31,111.6,168,B+,Pará
Leila,Sousa,female,64,97.7,161,O+,Pernambuco
José,Ferreira,male,68,80.1,178,O+,São Paulo
Enzo,Pereira,male,26,78.7,168,AB-,Rio de Janeiro
Letícia,Barros,female,32,73.9,165,A+,São Paulo
Julian,Pereira,male,76,99.0,176,A+,São Paulo
Carla,Oliveira,female,85,77.4,156,B+,Pará
Rafael,Goncalves,male,53,71.7,184,B+,São Paulo
Cauã,Cavalcanti,male,21,77.2,181,A+,Amazonas
Pedro,Ribeiro,male,44,109.9,189,O-,Rio Grande do Sul
Otávio,Dias,male,45,88.0,182,A+,Santa Catarina
João,Dias,male,28,79.8,172,O-,Rio de Janeiro
Emily,Barbosa,female,61,99.1,166,O+,São Paulo
Vitória,Alves,female,53,83.1,158,A+,Mato Grosso
Luis,Almeida,male,75,69.6,174,A+,Bahia
Kaua,Ribeiro,male,48,89.6,188,A+,São Paulo
Beatrice,Lima,female,20,65.7,168,A-,São Paulo
Rebeca,Araujo,female,38,72.2,167,B+,Minas Gerais
Livia,Pereira,female,79,68.8,162,B+,Pernambuco
Mateus,Silva,male,55,99.6,181,A+,São Paulo
Alice,Cardoso,female,85,87.3,168,O+,São Paulo
Tiago,Castro,male,71,74.8,176,O+,São Paulo
Rafael,Melo,male,36,77.8,176,B+,Minas Gerais
Erick,Azevedo,male,65,69.3,182,O+,Paraná
Lucas,Araujo,male,73,72.7,166,O+,Pará
Douglas,Almeida,male,37,81.7,185,O+,São Paulo
Marisa,Almeida,female,24,89.4,160,A+,Ceará
Julieta,Barros,female,51,76.5,172,O+,Minas Gerais
Alice,Santos,female,27,85.0,169,A+,Goiás
Vitória,Barbosa,female,34,99.9,174,A-,São Paulo
Giovana,Oliveira,female,72,98.3,165,A+,Mato Grosso do Sul
Ryan,Cavalcanti,male,83,83.8,170,O+,Minas Gerais
Marisa,Fernandes,female,77,53.8,168,O+,Minas Gerais
Rafael,Pinto,male,75,66.3,174,O+,Maranhão
Davi,Pinto,male,31,113.7,183,B+,São Paulo
Rafaela,Rodrigues,female,22,93.1,162,A+,Alagoas
Nicole,Silva,female,56,78.4,156,B+,Minas Gerais
Brenda,Barros,female,32,49.9,171,O+,São Paulo
Carolina,Azevedo,female,63,91.7,162,A+,Rio de Janeiro
Caio,Alves,male,69,66.5,169,O+,Rio Grande do Sul
Antônio,Sousa,male,46,113.3,184,O+,Minas Gerais
Joao,Lima,male,63,95.0,176,O+,São Paulo
Renan,Santos,male,39,105.0,167,B+,Piauí
Murilo,Sousa,male,58,88.2,171,A+,Rio Grande do Sul
Luana,Castro,female,27,101.5,163,A+,São Paulo
Manuela,Pinto,female,80,71.8,164,A+,Piauí
Douglas,Silva,male,52,86.8,175,AB+,Maranhão
Laura,Melo,female,21,91.2,166,A-,Minas Gerais
Guilherme,Martins,male,82,71.5,170,AB-,Minas Gerais
Livia,Goncalves,female,85,86.2,154,O+,Goiás
Lara,Rodrigues,female,63,51.2,165,B+,Pernambuco
Evelyn,Souza,female,55,52.2,167,O+,Goiás
Estevan,Lima,male,78,82.5,162,O+,São Paulo
Igor,Gomes,male,61,92.8,171,A+,Minas Gerais
Julia,Almeida,female,79,101.4,167,O+,Mato Grosso
Otávio,Goncalves,male,58,66.1,174,A-,Espírito Santo
Luiza,Azevedo,female,23,70.6,168,A+,São Paulo
Vitoria,Pinto,female,72,80.0,164,O+,São Paulo
Rodrigo,Correia,male,37,64.9,176,O+,Rio de Janeiro
Yasmin,Dias,female,68,65.9,154,B+,Ceará
Clara,Ferreira,female,35,83.4,175,O-,Pernambuco
Fernanda,Araujo,female,46,59.7,170,AB+,Pernambuco
Tomás,Cavalcanti,male,76,74.8,181,A+,Minas Gerais
Bruno,Goncalves,male,58,78.7,184,O+,Rio Grande do Sul
Gustavo,Castro,male,64,100.5,176,O+,São Paulo
Davi,Cardoso,male,42,116.6,169,O+,Rio de Janeiro
Gabrielle,Ferreira,female,63,72.9,152,A+,Paraná
Julian,Sousa,male,38,90.3,172,A+,São Paulo
Enzo,Souza,male,68,67.4,182,A+,Rio de Janeiro
Gabriela,Costa,female,39,54.1,165,O+,Tocantins
Luiza,Souza,female,29,53.2,155,B+,Bahia
Manuela,Araujo,female,42,97.0,174,O+,Paraná
Danilo,Carvalho,male,21,84.0,170,O+,São Paulo
Vitor,Goncalves,male,82,78.0,162,AB+,Goiás
Martim,Silva,male,22,86.8,181,O+,São Paulo
Nicole,Araujo,female,45,65.9,169,A+,Rio de Janeiro
Murilo,Castro,male,71,68.1,176,B+,São Paulo
Melissa,Costa,female,79,94.9,167,AB+,São Paulo
Julia,Alves,female,37,100.6,165,B+,São Paulo
Isabela,Carvalho,female,75,67.6,153,AB+,Bahia
Rafaela,Gomes,female,20,54.6,151,O+,Espírito Santo
Julieta,Melo,female,24,65.1,158,B+,São Paulo
Mateus,Correia,male,71,85.5,165,A+,São Paulo
Giovanna,Carvalho,female,46,73.4,169,A+,Rio de Janeiro
Marcos,Pinto,male,72,102.6,164,O+,Mato Grosso do Sul
Mateus,Santos,male,56,78.7,187,A+,São Paulo
Kauê,Pereira,male,50,76.8,188,O-,São Paulo
Danilo,Cavalcanti,male,23,81.6,173,A+,Rio de Janeiro
Marina,Rocha,female,52,55.9,174,AB-,Rio Grande do Sul
Alex,Alves,male,48,102.8,175,O+,Santa Catarina
Letícia,Dias,female,46,63.7,174,O+,Mato Grosso
Emilly,Dias,female,83,62.2,163,O+,Rio Grande do Sul
Erick,Martins,male,27,66.8,178,A+,Rio Grande do Norte
Emilly,Almeida,female,35,59.9,174,B+,Goiás
José,Silva,male,83,59.2,170,O+,Espírito Santo
Ágatha,Melo,female,23,77.7,173,B+,Piauí
Enzo,Correia,male,83,85.4,171,A+,Minas Gerais
Julieta,Pereira,female,81,57.0,163,A-,Pernambuco
Kauan,Carvalho,male,59,73.6,168,B+,São Paulo
Kauã,Azevedo,male,64,71.6,180,O+,Paraná
Lavinia,Rocha,female,56,89.3,152,B+,Santa Catarina
Vitoria,Cavalcanti,female,73,75.9,159,A+,Distrito Federal
Clara,Rodrigues,female,71,74.7,153,B+,Pará
Matheus,Sousa,male,82,99.8,163,B+,São Paulo
Diogo,Sousa,male,72,84.3,166,O+,Rio Grande do Sul
Amanda,Correia,female,85,74.5,162,B+,São Paulo
Ágatha,Barros,female,27,99.5,175,O+,Distrito Federal
Clara,Goncalves,female,50,93.7,170,B+,Goiás
Kauã,Dias,male,25,87.2,174,A+,São Paulo
Marisa,Martins,female,27,52.2,170,AB+,Minas Gerais
André,Alves,male,26,87.0,188,O+,Distrito Federal
Beatrice,Almeida,female,77,97.3,157,AB+,Minas Gerais
Anna,Azevedo,female,67,76.5,160,O+,Mato Grosso do Sul
Aline,Cardoso,female,19,84.4,153,B+,Bahia
Tiago,Rocha,male,24,62.0,182,B+,Minas Gerais
Nicolas,Martins,male,29,92.1,175,AB+,São Paulo
Erick,Silva,male,51,70.3,177,O+,São Paulo
Lara,Gomes,female,67,92.2,163,A+,Espírito Santo
Isabella,Cavalcanti,female,68,65.4,163,A+,São Paulo
Rafael,Barros,male,23,97.0,182,O+,São Paulo
Renan,Barbosa,male,57,98.1,169,A+,São Paulo
Rodrigo,Fernandes,male,22,98.0,170,AB+,Piauí
Kauã,Pereira,male,47,69.7,171,A+,São Paulo
Julia,Pereira,female,39,78.0,174,O+,São Paulo
Arthur,Dias,male,43,86.1,185,O+,Rondônia
Beatriz,Cunha,female,24,82.2,172,B+,Santa Catarina
Diego,Pinto,male,21,82.0,169,B+,São Paulo
Júlia,Melo,female,46,85.3,161,B+,São Paulo
Rebeca,Cardoso,female,33,76.2,157,AB+,São Paulo
Tânia,Martins,female,35,72.2,159,A+,Rio de Janeiro
Marina,Azevedo,female,74,67.8,164,O+,São Paulo
Rodrigo,Almeida,male,68,81.8,171,A+,Espírito Santo
Erick,Pinto,male,32,67.2,187,B+,Rio de Janeiro
Igor,Dias,male,70,79.5,175,B-,Espírito Santo
Yasmin,Fernandes,female,30,48.9,155,O+,São Paulo
Murilo,Rodrigues,male,72,79.2,175,B+,Rondônia
Clara,Alves,female,42,68.0,173,O+,Goiás
Carla,Cunha,female,37,96.3,157,B+,Rio de Janeiro
Kaua,Ribeiro,male,23,69.4,181,O+,Bahia
Manuela,Goncalves,female,80,67.8,164,AB+,Rio de Janeiro
Lucas,Cavalcanti,male,40,75.1,167,AB+,São Paulo
Maria,Martins,female,78,49.9,157,A+,Amazonas
Marisa,Goncalves,female,39,62.6,160,B+,Mato Grosso do Sul
Diego,Costa,male,64,88.1,178,O+,Goiás
Nicole,Oliveira,female,29,68.8,170,A+,Minas Gerais
Kai,Martins,male,38,87.2,168,O+,São Paulo
Giovana,Pinto,female,63,87.3,157,O+,Goiás
Renan,Araujo,male,28,99.8,190,B+,Pernambuco
Giovana,Oliveira,female,61,79.7,160,O+,Rio de Janeiro
Leonor,Gomes,female,48,96.4,165,O+,São Paulo
Gabriel,Costa,male,34,77.0,179,A-,São Paulo
Alex,Gomes,male,61,70.9,185,O+,Minas Gerais
Kai,Rodrigues,male,63,86.4,177,O+,Rio Grande do Sul
Danilo,Almeida,male,57,109.9,186,B+,Rio de Janeiro
Renan,Alves,male,45,86.3,178,A+,Paraíba
Laura,Carvalho,female,53,53.7,167,A+,Rio de Janeiro
Fábio,Rocha,male,37,83.0,168,A+,São Paulo
Camila,Cardoso,female,56,63.5,170,A-,São Paulo
Marina,Martins,female,45,64.3,158,O+,Paraná
Bruno,Ribeiro,male,39,93.1,175,O+,São Paulo
Bruna,Costa,female,60,79.7,161,B+,Rio de Janeiro
André,Souza,male,47,112.1,187,O+,Bahia
Vinícius,Barros,male,66,62.6,185,O+,São Paulo
Kauê,Carvalho,male,30,91.1,184,O+,Rio de Janeiro
Lara,Santos,female,79,48.9,155,O+,Ceará
João,Araujo,male,41,87.0,176,O+,São Paulo
Sofia,Ribeiro,female,75,75.7,155,O+,São Paulo
Tânia,Dias,female,35,86.0,174,B+,São Paulo
Bruna,Ferreira,female,39,79.2,166,A+,Rio de Janeiro
Fernanda,Costa,female,31,57.4,174,O+,Pernambuco
Rodrigo,Cardoso,male,68,64.4,171,O+,São Paulo
Cauã,Santos,male,54,98.5,186,B+,Rio Grande do Norte
Danilo,Cardoso,male,65,85.8,186,AB+,São Paulo
Melissa,Rodrigues,female,34,72.3,160,A+,Goiás
Tânia,Cunha,female,56,70.9,171,B+,São Paulo
